optimizer_name,function_id,dimension,target_value,ert,success_rate
JADEctpb posik (2012),1,5,1e-07,1883.066664,1.000000
JADEctpb posik (2012),1,10,1e-07,6492.133341,1.000000
JADEctpb posik (2012),1,20,1e-07,18787.200004,1.000000
JADEctpb posik (2012),2,2,1e-07,499.599994,1.000000
JADEctpb posik (2012),2,5,1e-07,2920.733314,1.000000
JADEctpb posik (2012),2,10,1e-07,9929.933325,1.000000
JADEctpb posik (2012),2,20,1e-07,28095.933525,1.000000
JADEctpb posik (2012),3,2,1e-07,802.799808,1.000000
JADEctpb posik (2012),3,5,1e-07,5630.267274,1.000000
JADEctpb posik (2012),3,10,1e-07,20919.8649,1.000000
JADEctpb posik (2012),3,20,1e-07,84547.735097,1.000000
JADEctpb posik (2012),8,2,1e-07,808.666656,1.000000
JADEctpb posik (2012),8,5,1e-07,5805.666688,1.000000
JADEctpb posik (2012),8,10,1e-07,22119.866727,1.000000
JADEctpb posik (2012),8,20,1e-07,80347.132436,1.000000
JADEctpb posik (2012),15,2,1e-07,1521.799944,1.000000
JADEctpb posik (2012),15,5,1e-07,3746055.98968,0.066667
JADEctpb posik (2012),15,10,1e-07,39917000000,0.000000
JADEctpb posik (2012),15,20,1e-07,460000000000,0.000000
KL-BIPOP-CMA-ES Yamaguchi (2017),1,2,1e-07,238.666668,1.000000
KL-BIPOP-CMA-ES Yamaguchi (2017),1,5,1e-07,679.599996,1.000000
KL-BIPOP-CMA-ES Yamaguchi (2017),1,10,1e-07,1315.999993,1.000000
KL-BIPOP-CMA-ES Yamaguchi (2017),1,20,1e-07,2506.866675,1.000000
KL-BIPOP-CMA-ES Yamaguchi (2017),2,2,1e-07,644.93332,1.000000
KL-BIPOP-CMA-ES Yamaguchi (2017),2,5,1e-07,2064.13331,1.000000
KL-BIPOP-CMA-ES Yamaguchi (2017),2,10,1e-07,5908.20009,1.000000
KL-BIPOP-CMA-ES Yamaguchi (2017),2,20,1e-07,19147.733424,1.000000
KL-BIPOP-CMA-ES Yamaguchi (2017),3,2,1e-07,6148.533136,1.000000
KL-BIPOP-CMA-ES Yamaguchi (2017),3,5,1e-07,538454.532904,1.000000
KL-BIPOP-CMA-ES Yamaguchi (2017),3,10,1e-07,8559180.81641,0.733333
KL-BIPOP-CMA-ES Yamaguchi (2017),3,20,1e-07,153021178254,0.000000
KL-BIPOP-CMA-ES Yamaguchi (2017),8,2,1e-07,583.599968,1.000000
KL-BIPOP-CMA-ES Yamaguchi (2017),8,5,1e-07,2013.933388,1.000000
KL-BIPOP-CMA-ES Yamaguchi (2017),8,10,1e-07,7343.999422,1.000000
KL-BIPOP-CMA-ES Yamaguchi (2017),8,20,1e-07,24184.664748,1.000000
KL-BIPOP-CMA-ES Yamaguchi (2017),15,2,1e-07,3069.267224,1.000000
KL-BIPOP-CMA-ES Yamaguchi (2017),15,5,1e-07,33830.73369,1.000000
KL-BIPOP-CMA-ES Yamaguchi (2017),15,10,1e-07,102974.763074,1.000000
KL-BIPOP-CMA-ES Yamaguchi (2017),15,20,1e-07,397787.76,1.000000
KL-IPOP-CMA-ES Yamaguchi (2017),1,2,1e-07,240.733332,1.000000
KL-IPOP-CMA-ES Yamaguchi (2017),1,5,1e-07,678.800004,1.000000
KL-IPOP-CMA-ES Yamaguchi (2017),1,10,1e-07,1326.466672,1.000000
KL-IPOP-CMA-ES Yamaguchi (2017),1,20,1e-07,2523.666646,1.000000
KL-IPOP-CMA-ES Yamaguchi (2017),2,2,1e-07,679.399994,1.000000
KL-IPOP-CMA-ES Yamaguchi (2017),2,5,1e-07,2062.200012,1.000000
KL-IPOP-CMA-ES Yamaguchi (2017),2,10,1e-07,5907.73326,1.000000
KL-IPOP-CMA-ES Yamaguchi (2017),2,20,1e-07,19236.333309,1.000000
KL-IPOP-CMA-ES Yamaguchi (2017),3,2,1e-07,3138.999904,1.000000
KL-IPOP-CMA-ES Yamaguchi (2017),3,5,1e-07,10025556.9993,0.333333
KL-IPOP-CMA-ES Yamaguchi (2017),3,10,1e-07,140099592.001,0.066667
KL-IPOP-CMA-ES Yamaguchi (2017),3,20,1e-07,153030038112,0.000000
KL-IPOP-CMA-ES Yamaguchi (2017),8,2,1e-07,592.13336,1.000000
KL-IPOP-CMA-ES Yamaguchi (2017),8,5,1e-07,3222.800074,1.000000
KL-IPOP-CMA-ES Yamaguchi (2017),8,10,1e-07,7871.799765,1.000000
KL-IPOP-CMA-ES Yamaguchi (2017),8,20,1e-07,20520.268204,1.000000
KL-IPOP-CMA-ES Yamaguchi (2017),15,2,1e-07,2733.466796,1.000000
KL-IPOP-CMA-ES Yamaguchi (2017),15,5,1e-07,15364.404419,1.000000
KL-IPOP-CMA-ES Yamaguchi (2017),15,10,1e-07,58402.323198,1.000000
KL-IPOP-CMA-ES Yamaguchi (2017),15,20,1e-07,196714.86,1.000000
KL-Restart-CMA-ES Yamaguchi (2017),1,2,1e-07,610.266666,1.000000
KL-Restart-CMA-ES Yamaguchi (2017),1,5,1e-07,2371.533336,1.000000
KL-Restart-CMA-ES Yamaguchi (2017),1,10,1e-07,7026.799989,1.000000
KL-Restart-CMA-ES Yamaguchi (2017),1,20,1e-07,18358.333312,1.000000
KL-Restart-CMA-ES Yamaguchi (2017),2,2,1e-07,1029.999989,1.000000
KL-Restart-CMA-ES Yamaguchi (2017),2,5,1e-07,3831.933312,1.000000
KL-Restart-CMA-ES Yamaguchi (2017),2,10,1e-07,11903.73327,1.000000
KL-Restart-CMA-ES Yamaguchi (2017),2,20,1e-07,36390.00006,1.000000
KL-Restart-CMA-ES Yamaguchi (2017),3,2,1e-07,2828.333344,1.000000
KL-Restart-CMA-ES Yamaguchi (2017),3,5,1e-07,72292.732626,1.000000
KL-Restart-CMA-ES Yamaguchi (2017),3,10,1e-07,2307440.46667,1.000000
KL-Restart-CMA-ES Yamaguchi (2017),3,20,1e-07,153020122416,0.000000
KL-Restart-CMA-ES Yamaguchi (2017),8,2,1e-07,1229.400032,1.000000
KL-Restart-CMA-ES Yamaguchi (2017),8,5,1e-07,5534.866756,1.000000
KL-Restart-CMA-ES Yamaguchi (2017),8,10,1e-07,19732.733918,1.000000
KL-Restart-CMA-ES Yamaguchi (2017),8,20,1e-07,73617.464524,1.000000
KL-Restart-CMA-ES Yamaguchi (2017),15,2,1e-07,2256.000408,1.000000
KL-Restart-CMA-ES Yamaguchi (2017),15,5,1e-07,12056.130268,1.000000
KL-Restart-CMA-ES Yamaguchi (2017),15,10,1e-07,53054.243538,1.000000
KL-Restart-CMA-ES Yamaguchi (2017),15,20,1e-07,996061.46,1.000000
L-BFGS-B-scipy Baudis (2014),1,2,1e-07,10.600002,1.000000
L-BFGS-B-scipy Baudis (2014),1,5,1e-07,17.333328,1.000000
L-BFGS-B-scipy Baudis (2014),1,20,1e-07,47.466668,1.000000
L-BFGS-B-scipy Baudis (2014),2,2,1e-07,449.133324,1.000000
L-BFGS-B-scipy Baudis (2014),2,5,1e-07,4100.333298,1.000000
L-BFGS-B-scipy Baudis (2014),2,20,1e-07,786007074,0.000000
L-BFGS-B-scipy Baudis (2014),3,2,1e-07,4448.733168,1.000000
L-BFGS-B-scipy Baudis (2014),3,5,1e-07,358858.666058,0.533333
L-BFGS-B-scipy Baudis (2014),3,20,1e-07,15302107114,0.000000
L-BFGS-B-scipy Baudis (2014),8,2,1e-07,219.200016,1.000000
L-BFGS-B-scipy Baudis (2014),8,5,1e-07,11572.733458,1.000000
L-BFGS-B-scipy Baudis (2014),8,20,1e-07,25245.067972,0.866667
L-BFGS-B-scipy Baudis (2014),15,2,1e-07,2552.199884,1.000000
L-BFGS-B-scipy Baudis (2014),15,5,1e-07,105515.126002,0.600000
L-BFGS-B-scipy Baudis (2014),15,20,1e-07,920008740000,0.000000
L-BFGS-B-scipy-2019 Varelas (2019),1,2,1e-07,7.999998,1.000000
L-BFGS-B-scipy-2019 Varelas (2019),1,5,1e-07,15.200004,1.000000
L-BFGS-B-scipy-2019 Varelas (2019),1,10,1e-07,30.600005,1.000000
L-BFGS-B-scipy-2019 Varelas (2019),1,20,1e-07,63.60001,1.000000
L-BFGS-B-scipy-2019 Varelas (2019),2,2,1e-07,114.800009,1.000000
L-BFGS-B-scipy-2019 Varelas (2019),2,5,1e-07,670.00004,1.000000
L-BFGS-B-scipy-2019 Varelas (2019),2,10,1e-07,2364.799905,1.000000
L-BFGS-B-scipy-2019 Varelas (2019),2,20,1e-07,9187.333527,1.000000
L-BFGS-B-scipy-2019 Varelas (2019),3,2,1e-07,5462.200112,1.000000
L-BFGS-B-scipy-2019 Varelas (2019),3,5,1e-07,827009924,0.000000
L-BFGS-B-scipy-2019 Varelas (2019),3,10,1e-07,3651040161,0.000000
L-BFGS-B-scipy-2019 Varelas (2019),3,20,1e-07,15302107114,0.000000
L-BFGS-B-scipy-2019 Varelas (2019),8,2,1e-07,115.800048,1.000000
L-BFGS-B-scipy-2019 Varelas (2019),8,5,1e-07,344.86684,1.000000
L-BFGS-B-scipy-2019 Varelas (2019),8,10,1e-07,1022.866404,1.000000
L-BFGS-B-scipy-2019 Varelas (2019),8,20,1e-07,3091.933232,1.000000
L-BFGS-B-scipy-2019 Varelas (2019),15,2,1e-07,4744.533212,1.000000
L-BFGS-B-scipy-2019 Varelas (2019),15,5,1e-07,7197626.00567,0.066667
L-BFGS-B-scipy-2019 Varelas (2019),15,10,1e-07,79834878174,0.000000
L-BFGS-B-scipy-2019 Varelas (2019),15,20,1e-07,920005520000,0.000000
lmm-CMA-ES auger (2013),1,2,1e-07,49.333332,1.000000
lmm-CMA-ES auger (2013),1,5,1e-07,102.333336,1.000000
lmm-CMA-ES auger (2013),1,10,1e-07,194.066663,1.000000
lmm-CMA-ES auger (2013),1,20,1e-07,426.333347,1.000000
lmm-CMA-ES auger (2013),2,2,1e-07,152.933327,1.000000
lmm-CMA-ES auger (2013),2,5,1e-07,503.533372,1.000000
lmm-CMA-ES auger (2013),2,10,1e-07,1461.199935,1.000000
lmm-CMA-ES auger (2013),2,20,1e-07,5729.666472,1.000000
lmm-CMA-ES auger (2013),3,2,1e-07,1920.22224,0.600000
lmm-CMA-ES auger (2013),3,5,1e-07,4641124,0.000000
lmm-CMA-ES auger (2013),3,10,1e-07,17554008,0.000000
lmm-CMA-ES auger (2013),3,20,1e-07,67359404,0.000000
lmm-CMA-ES auger (2013),8,2,1e-07,169.066688,1.000000
lmm-CMA-ES auger (2013),8,5,1e-07,763.933518,1.000000
lmm-CMA-ES auger (2013),8,10,1e-07,1985.933047,1.000000
lmm-CMA-ES auger (2013),8,20,1e-07,9977.334948,0.800000
lmm-CMA-ES auger (2013),15,2,1e-07,1003.250004,0.800000
lmm-CMA-ES auger (2013),15,5,1e-07,42106.000573,0.066667
lmm-CMA-ES auger (2013),15,10,1e-07,384560378,0.000000
lmm-CMA-ES auger (2013),15,20,1e-07,4051220000,0.000000
lq-CMA-ES Hansen (2020),1,2,1e-07,33.133332,1.000000
lq-CMA-ES Hansen (2020),1,5,1e-07,66.133332,1.000000
lq-CMA-ES Hansen (2020),1,10,1e-07,102.733341,1.000000
lq-CMA-ES Hansen (2020),1,20,1e-07,160.133333,1.000000
lq-CMA-ES Hansen (2020),2,2,1e-07,79.133344,1.000000
lq-CMA-ES Hansen (2020),2,5,1e-07,191.200042,1.000000
lq-CMA-ES Hansen (2020),2,10,1e-07,617.933355,1.000000
lq-CMA-ES Hansen (2020),2,20,1e-07,2375.333265,1.000000
lq-CMA-ES Hansen (2020),3,2,1e-07,1855.666848,1.000000
lq-CMA-ES Hansen (2020),3,5,1e-07,1252443.40003,0.333333
lq-CMA-ES Hansen (2020),3,10,1e-07,4153136634,0.000000
lq-CMA-ES Hansen (2020),3,20,1e-07,16750318998,0.000000
lq-CMA-ES Hansen (2020),8,2,1e-07,156.200016,1.000000
lq-CMA-ES Hansen (2020),8,5,1e-07,482.33334,1.000000
lq-CMA-ES Hansen (2020),8,10,1e-07,2069.06609,1.000000
lq-CMA-ES Hansen (2020),8,20,1e-07,6691.666012,1.000000
lq-CMA-ES Hansen (2020),15,2,1e-07,1937.999652,1.000000
lq-CMA-ES Hansen (2020),15,5,1e-07,10846.335149,1.000000
lq-CMA-ES Hansen (2020),15,10,1e-07,43119.700578,1.000000
lq-CMA-ES Hansen (2020),15,20,1e-07,148617.72,1.000000
LSfminbnd posik (2009),1,2,1e-07,24.733332,1.000000
LSfminbnd posik (2009),1,5,1e-07,82.599996,1.000000
LSfminbnd posik (2009),1,10,1e-07,191.666659,1.000000
LSfminbnd posik (2009),1,20,1e-07,433.133324,1.000000
LSfminbnd posik (2009),2,2,1e-07,28.600003,1.000000
LSfminbnd posik (2009),2,5,1e-07,94.200032,1.000000
LSfminbnd posik (2009),2,10,1e-07,195.06669,1.000000
LSfminbnd posik (2009),2,20,1e-07,393.333264,1.000000
LSfminbnd posik (2009),3,2,1e-07,28452.666528,0.200000
LSfminbnd posik (2009),3,5,1e-07,36161402,0.000000
LSfminbnd posik (2009),3,10,1e-07,192079110,0.000000
LSfminbnd posik (2009),3,20,1e-07,933835154,0.000000
LSfminbnd posik (2009),8,2,1e-07,2240000,0.000000
LSfminbnd posik (2009),8,5,1e-07,21100000,0.000000
LSfminbnd posik (2009),8,10,1e-07,134300000,0.000000
LSfminbnd posik (2009),8,20,1e-07,896800000,0.000000
LSfminbnd posik (2009),15,2,1e-07,26038692,0.000000
LSfminbnd posik (2009),15,5,1e-07,1067950000,0.000000
LSfminbnd posik (2009),15,10,1e-07,7983400000,0.000000
LSfminbnd posik (2009),15,20,1e-07,92000000000,0.000000
LSstep posik (2009),1,2,1e-07,415.266666,1.000000
LSstep posik (2009),1,5,1e-07,1615.733328,1.000000
LSstep posik (2009),1,10,1e-07,3615.800008,1.000000
LSstep posik (2009),1,20,1e-07,7615.400018,1.000000
LSstep posik (2009),2,2,1e-07,208.066677,1.000000
LSstep posik (2009),2,5,1e-07,1392.666682,1.000000
LSstep posik (2009),2,10,1e-07,3070.266615,1.000000
LSstep posik (2009),2,20,1e-07,6603.666639,1.000000
LSstep posik (2009),3,2,1e-07,463.866832,1.000000
LSstep posik (2009),3,5,1e-07,1653.866026,1.000000
LSstep posik (2009),3,10,1e-07,3651.467328,1.000000
LSstep posik (2009),3,20,1e-07,7650.801074,1.000000
LSstep posik (2009),8,2,1e-07,2240000,0.000000
LSstep posik (2009),8,5,1e-07,21100000,0.000000
LSstep posik (2009),8,10,1e-07,134300000,0.000000
LSstep posik (2009),8,20,1e-07,896800000,0.000000
LSstep posik (2009),15,2,1e-07,89386.66706,0.133333
LSstep posik (2009),15,5,1e-07,1067950000,0.000000
LSstep posik (2009),15,10,1e-07,7983400000,0.000000
LSstep posik (2009),15,20,1e-07,92000000000,0.000000
m-SDWOA Espinoza (2023),1,2,1e-07,3643.399998,1.000000
m-SDWOA Espinoza (2023),1,5,1e-07,9149.266668,1.000000
m-SDWOA Espinoza (2023),1,10,1e-07,16489.333328,1.000000
m-SDWOA Espinoza (2023),1,20,1e-07,51500.71429,0.933333
m-SDWOA Espinoza (2023),2,2,1e-07,5588.86666,1.000000
m-SDWOA Espinoza (2023),2,5,1e-07,13357.199968,1.000000
m-SDWOA Espinoza (2023),2,10,1e-07,23351.86659,1.000000
m-SDWOA Espinoza (2023),2,20,1e-07,63512.785806,0.933333
m-SDWOA Espinoza (2023),3,2,1e-07,9918.133168,1.000000
m-SDWOA Espinoza (2023),3,5,1e-07,242598.666988,0.200000
m-SDWOA Espinoza (2023),3,10,1e-07,365344617,0.000000
m-SDWOA Espinoza (2023),3,20,1e-07,1530353020,0.000000
m-SDWOA Espinoza (2023),8,2,1e-07,5933.599952,1.000000
m-SDWOA Espinoza (2023),8,5,1e-07,346801.999914,0.133333
m-SDWOA Espinoza (2023),8,10,1e-07,134389981,0.000000
m-SDWOA Espinoza (2023),8,20,1e-07,896889680,0.000000
m-SDWOA Espinoza (2023),15,2,1e-07,11050.399544,1.000000
m-SDWOA Espinoza (2023),15,5,1e-07,1069103386,0.000000
m-SDWOA Espinoza (2023),15,10,1e-07,7988748878,0.000000
m-SDWOA Espinoza (2023),15,20,1e-07,92009200000,0.000000
MA-LS-CHAIN molina (2009),1,2,1e-07,604.533336,1.000000
MA-LS-CHAIN molina (2009),1,5,1e-07,1746.466668,1.000000
MA-LS-CHAIN molina (2009),1,10,1e-07,4096.799997,1.000000
MA-LS-CHAIN molina (2009),1,20,1e-07,8448.400017,1.000000
MA-LS-CHAIN molina (2009),2,2,1e-07,959.666666,1.000000
MA-LS-CHAIN molina (2009),2,5,1e-07,4599.000008,1.000000
MA-LS-CHAIN molina (2009),2,10,1e-07,10059.400065,1.000000
MA-LS-CHAIN molina (2009),2,20,1e-07,30014.800041,1.000000
MA-LS-CHAIN molina (2009),3,2,1e-07,1328.133184,1.000000
MA-LS-CHAIN molina (2009),3,5,1e-07,52985.928042,0.933333
MA-LS-CHAIN molina (2009),3,10,1e-07,289662.212874,0.933333
MA-LS-CHAIN molina (2009),3,20,1e-07,1209170.9259,0.933333
MA-LS-CHAIN molina (2009),8,2,1e-07,956.400032,1.000000
MA-LS-CHAIN molina (2009),8,5,1e-07,5078.33323,1.000000
MA-LS-CHAIN molina (2009),8,10,1e-07,16725.666937,1.000000
MA-LS-CHAIN molina (2009),8,20,1e-07,60217.532732,1.000000
MA-LS-CHAIN molina (2009),15,2,1e-07,1809.599432,1.000000
MA-LS-CHAIN molina (2009),15,5,1e-07,117210.694991,0.666667
MA-LS-CHAIN molina (2009),15,10,1e-07,7186307.96509,0.066667
MA-LS-CHAIN molina (2009),15,20,1e-07,920000000000,0.000000
MCS huyer (2009),1,2,1e-07,15.799998,1.000000
MCS huyer (2009),1,5,1e-07,31.8,1.000000
MCS huyer (2009),1,10,1e-07,66.999989,1.000000
MCS huyer (2009),1,20,1e-07,298.999984,1.000000
MCS huyer (2009),2,2,1e-07,692.200014,1.000000
MCS huyer (2009),2,5,1e-07,2755.000034,0.933333
MCS huyer (2009),2,10,1e-07,20925.666645,0.133333
MCS huyer (2009),2,20,1e-07,31785054,0.000000
MCS huyer (2009),3,2,1e-07,1183.399984,1.000000
MCS huyer (2009),3,5,1e-07,353261.000778,0.133333
MCS huyer (2009),3,10,1e-07,147131649,0.000000
MCS huyer (2009),3,20,1e-07,618124290,0.000000
MCS huyer (2009),8,2,1e-07,112,1.000000
MCS huyer (2009),8,5,1e-07,475.199852,1.000000
MCS huyer (2009),8,10,1e-07,1737.400153,1.000000
MCS huyer (2009),8,20,1e-07,8154.40062,1.000000
MCS huyer (2009),15,2,1e-07,1545.799708,1.000000
MCS huyer (2009),15,5,1e-07,1075660599,0.000000
MCS huyer (2009),15,10,1e-07,3206213274,0.000000
MCS huyer (2009),15,20,1e-07,37117860000,0.000000
MEMPSODE voglis (2013),1,2,1e-07,424.533336,1.000000
MEMPSODE voglis (2013),1,5,1e-07,91.400004,1.000000
MEMPSODE voglis (2013),1,10,1e-07,103.799989,1.000000
MEMPSODE voglis (2013),1,20,1e-07,1060.000009,1.000000
MEMPSODE voglis (2013),2,2,1e-07,1742.33334,1.000000
MEMPSODE voglis (2013),2,5,1e-07,487.733288,1.000000
MEMPSODE voglis (2013),2,10,1e-07,448.00002,1.000000
MEMPSODE voglis (2013),2,20,1e-07,17781.200112,1.000000
MEMPSODE voglis (2013),3,2,1e-07,4118.066816,1.000000
MEMPSODE voglis (2013),3,5,1e-07,24961.20041,1.000000
MEMPSODE voglis (2013),3,10,1e-07,115670.865168,1.000000
MEMPSODE voglis (2013),3,20,1e-07,884407.329841,1.000000
MEMPSODE voglis (2013),8,2,1e-07,1777.93336,1.000000
MEMPSODE voglis (2013),8,5,1e-07,1604.000056,1.000000
MEMPSODE voglis (2013),8,10,1e-07,2489.199466,1.000000
MEMPSODE voglis (2013),8,20,1e-07,38092.597868,1.000000
MEMPSODE voglis (2013),15,2,1e-07,8829.733024,1.000000
MEMPSODE voglis (2013),15,5,1e-07,109627.929606,1.000000
MEMPSODE voglis (2013),15,10,1e-07,3951855.88844,0.733333
MEMPSODE voglis (2013),15,20,1e-07,4.60263718e+12,0.000000
MLSL pal (2013),1,2,1e-07,18,1.000000
MLSL pal (2013),1,5,1e-07,47.4,1.000000
MLSL pal (2013),1,10,1e-07,94.333327,1.000000
MLSL pal (2013),1,20,1e-07,200.066659,1.000000
MLSL pal (2013),2,2,1e-07,80.999987,1.000000
MLSL pal (2013),2,5,1e-07,482.466656,1.000000
MLSL pal (2013),2,10,1e-07,1544.866635,1.000000
MLSL pal (2013),2,20,1e-07,5260.133259,1.000000
MLSL pal (2013),3,2,1e-07,2102.600224,1.000000
MLSL pal (2013),3,5,1e-07,104875178,0.000000
MLSL pal (2013),3,10,1e-07,698093106,0.000000
MLSL pal (2013),3,20,1e-07,3065839861,0.000000
MLSL pal (2013),8,2,1e-07,106.799952,1.000000
MLSL pal (2013),8,5,1e-07,405.933194,1.000000
MLSL pal (2013),8,10,1e-07,1075.999513,1.000000
MLSL pal (2013),8,20,1e-07,3485.467008,1.000000
MLSL pal (2013),15,2,1e-07,2043.7994,1.000000
MLSL pal (2013),15,5,1e-07,1309627085,0.000000
MLSL pal (2013),15,10,1e-07,14107785476,0.000000
MLSL pal (2013),15,20,1e-07,184340860000,0.000000
MOS torre (2010),1,2,1e-07,1059.533334,1.000000
MOS torre (2010),1,5,1e-07,2644.066668,1.000000
MOS torre (2010),1,10,1e-07,4910.799989,1.000000
MOS torre (2010),1,20,1e-07,8604.999997,1.000000
MOS torre (2010),2,2,1e-07,1978.40001,1.000000
MOS torre (2010),2,5,1e-07,6011.33337,1.000000
MOS torre (2010),2,10,1e-07,13793.266695,1.000000
MOS torre (2010),2,20,1e-07,32186.733405,1.000000
MOS torre (2010),3,2,1e-07,2366.066848,1.000000
MOS torre (2010),3,5,1e-07,7256.666976,1.000000
MOS torre (2010),3,10,1e-07,20326.398501,1.000000
MOS torre (2010),3,20,1e-07,91073.869775,1.000000
MOS torre (2010),8,2,1e-07,1876.466704,1.000000
MOS torre (2010),8,5,1e-07,6166.599912,1.000000
MOS torre (2010),8,10,1e-07,17315.666982,1.000000
MOS torre (2010),8,20,1e-07,57323.200412,1.000000
MOS torre (2010),15,2,1e-07,4429.933964,1.000000
MOS torre (2010),15,5,1e-07,34876.192663,1.000000
MOS torre (2010),15,10,1e-07,103896.526438,1.000000
MOS torre (2010),15,20,1e-07,336672.16,1.000000
MVDE melo (2012),1,2,1e-07,1085.133336,1.000000
MVDE melo (2012),1,5,1e-07,5499.6,1.000000
MVDE melo (2012),1,10,1e-07,17958.799993,1.000000
MVDE melo (2012),1,20,1e-07,58268.46666,1.000000
MVDE melo (2012),2,2,1e-07,1723.73332,1.000000
MVDE melo (2012),2,5,1e-07,7861.466656,1.000000
MVDE melo (2012),2,10,1e-07,25284.19998,1.000000
MVDE melo (2012),2,20,1e-07,80997.333405,1.000000
MVDE melo (2012),3,2,1e-07,1850.066832,1.000000
MVDE melo (2012),3,5,1e-07,9129.400206,1.000000
MVDE melo (2012),3,10,1e-07,35751.734763,1.000000
MVDE melo (2012),3,20,1e-07,291172.354921,0.933333
MVDE melo (2012),8,2,1e-07,4052.86672,1.000000
MVDE melo (2012),8,5,1e-07,248810.466564,1.000000
MVDE melo (2012),8,10,1e-07,14962000.9997,0.000000
MVDE melo (2012),8,20,1e-07,4484896800,0.000000
MVDE melo (2012),15,2,1e-07,254508.166724,0.800000
MVDE melo (2012),15,5,1e-07,691933.092292,0.733333
MVDE melo (2012),15,10,1e-07,79881900400,0.000000
MVDE melo (2012),15,20,1e-07,460092000000,0.000000
NBC-CMA preuss (2010),1,2,1e-07,717.266664,1.000000
NBC-CMA preuss (2010),1,5,1e-07,1313.733336,1.000000
NBC-CMA preuss (2010),1,10,1e-07,2131.133333,1.000000
NBC-CMA preuss (2010),1,20,1e-07,3407.866659,1.000000
NBC-CMA preuss (2010),2,2,1e-07,8714.533321,1.000000
NBC-CMA preuss (2010),2,5,1e-07,3511.199954,1.000000
NBC-CMA preuss (2010),2,10,1e-07,9557.19999,1.000000
NBC-CMA preuss (2010),2,20,1e-07,38382.800094,1.000000
NBC-CMA preuss (2010),3,2,1e-07,4620.800144,1.000000
NBC-CMA preuss (2010),3,5,1e-07,254073.300258,0.666667
NBC-CMA preuss (2010),3,10,1e-07,1095300000,0.000000
NBC-CMA preuss (2010),3,20,1e-07,2295300000,0.000000
NBC-CMA preuss (2010),8,2,1e-07,1919.999984,1.000000
NBC-CMA preuss (2010),8,5,1e-07,3945.933366,1.000000
NBC-CMA preuss (2010),8,10,1e-07,10908.533616,1.000000
NBC-CMA preuss (2010),8,20,1e-07,39398.065144,1.000000
NBC-CMA preuss (2010),15,2,1e-07,5084.4002,1.000000
NBC-CMA preuss (2010),15,5,1e-07,308122.904895,0.666667
NBC-CMA preuss (2010),15,10,1e-07,23949800830,0.000000
NBC-CMA preuss (2010),15,20,1e-07,137997700000,0.000000
NBIPOPaCMA loshchilov (2012),1,2,1e-07,229.8,1.000000
NBIPOPaCMA loshchilov (2012),1,5,1e-07,610.133328,1.000000
NBIPOPaCMA loshchilov (2012),1,10,1e-07,1272.399997,1.000000
NBIPOPaCMA loshchilov (2012),1,20,1e-07,2519.333321,1.000000
NBIPOPaCMA loshchilov (2012),2,2,1e-07,546.466662,1.000000
NBIPOPaCMA loshchilov (2012),2,5,1e-07,1678.133308,1.000000
NBIPOPaCMA loshchilov (2012),2,10,1e-07,4462.73334,1.000000
NBIPOPaCMA loshchilov (2012),2,20,1e-07,13465.133418,1.000000
NBIPOPaCMA loshchilov (2012),3,2,1e-07,4506.266848,1.000000
NBIPOPaCMA loshchilov (2012),3,5,1e-07,776934.333008,1.000000
NBIPOPaCMA loshchilov (2012),3,10,1e-07,28126937.0015,0.266667
NBIPOPaCMA loshchilov (2012),3,20,1e-07,153021331274,0.000000
NBIPOPaCMA loshchilov (2012),8,2,1e-07,572.399968,1.000000
NBIPOPaCMA loshchilov (2012),8,5,1e-07,2225.000064,1.000000
NBIPOPaCMA loshchilov (2012),8,10,1e-07,6613.733771,1.000000
NBIPOPaCMA loshchilov (2012),8,20,1e-07,17256.534996,1.000000
NBIPOPaCMA loshchilov (2012),15,2,1e-07,3601.733836,1.000000
NBIPOPaCMA loshchilov (2012),15,5,1e-07,32697.809612,1.000000
NBIPOPaCMA loshchilov (2012),15,10,1e-07,107401.87771,1.000000
NBIPOPaCMA loshchilov (2012),15,20,1e-07,269797.36,1.000000
NELDER hansen (2009),1,2,1e-07,58.600002,1.000000
NELDER hansen (2009),1,5,1e-07,210.866664,1.000000
NELDER hansen (2009),1,10,1e-07,709.533325,1.000000
NELDER hansen (2009),1,20,1e-07,2085.866661,1.000000
NELDER hansen (2009),2,2,1e-07,87.200013,1.000000
NELDER hansen (2009),2,5,1e-07,812.200044,1.000000
NELDER hansen (2009),2,10,1e-07,2192.73327,1.000000
NELDER hansen (2009),2,20,1e-07,4653.466626,1.000000
NELDER hansen (2009),3,2,1e-07,5683.066896,1.000000
NELDER hansen (2009),3,5,1e-07,2396832.00057,0.200000
NELDER hansen (2009),3,10,1e-07,3652219434,0.000000
NELDER hansen (2009),3,20,1e-07,1534698788,0.000000
NELDER hansen (2009),8,2,1e-07,129.199952,1.000000
NELDER hansen (2009),8,5,1e-07,1336.933136,1.000000
NELDER hansen (2009),8,10,1e-07,5775.666853,1.000000
NELDER hansen (2009),8,20,1e-07,25041.265688,1.000000
NELDER hansen (2009),15,2,1e-07,10062.53328,1.000000
NELDER hansen (2009),15,5,1e-07,1605636.74566,0.266667
NELDER hansen (2009),15,10,1e-07,79856353520,0.000000
NELDER hansen (2009),15,20,1e-07,92212060000,0.000000
Nelder-Mead-scipy Baudis (2014),1,2,1e-07,117.666666,1.000000
